0.0,0.0,0.0,30
282.5,282.5,0.0,30
0.0,282.5,282.5,30
282.5,0.0,282.5,30
141.25,141.25,141.25,32
423.75,423.75,141.25,32
141.25,423.75,423.75,32
423.75,141.25,423.75,32
0.0,0.0,565.0,30
282.5,282.5,565.0,30
0.0,282.5,847.5,30
282.5,0.0,847.5,30
141.25,141.25,706.25,32
423.75,423.75,706.25,32
141.25,423.75,988.75,32
423.75,141.25,988.75,32
0.0,0.0,1130.0,30
282.5,282.5,1130.0,30
0.0,282.5,1412.5,30
282.5,0.0,1412.5,30
141.25,141.25,1271.25,32
423.75,423.75,1271.25,32
141.25,423.75,1553.75,32
423.75,141.25,1553.75,32
0.0,0.0,1695.0,30
282.5,282.5,1695.0,30
0.0,282.5,1977.5,30
282.5,0.0,1977.5,30
141.25,141.25,1836.25,32
423.75,423.75,1836.25,32
141.25,423.75,2118.75,32
423.75,141.25,2118.75,32
0.0,565.0,0.0,30
282.5,847.5,0.0,30
0.0,847.5,282.5,30
282.5,565.0,282.5,30
141.25,706.25,141.25,32
423.75,988.75,141.25,32
141.25,988.75,423.75,32
423.75,706.25,423.75,32
0.0,565.0,565.0,30
282.5,847.5,565.0,30
0.0,847.5,847.5,30
282.5,565.0,847.5,30
141.25,706.25,706.25,32
423.75,988.75,706.25,32
141.25,988.75,988.75,32
423.75,706.25,988.75,32
0.0,565.0,1130.0,30
282.5,847.5,1130.0,30
0.0,847.5,1412.5,30
282.5,565.0,1412.5,30
141.25,706.25,1271.25,32
423.75,988.75,1271.25,32
141.25,988.75,1553.75,32
423.75,706.25,1553.75,32
0.0,565.0,1695.0,30
282.5,847.5,1695.0,30
0.0,847.5,1977.5,30
282.5,565.0,1977.5,30
141.25,706.25,1836.25,32
423.75,988.75,1836.25,32
141.25,988.75,2118.75,32
423.75,706.25,2118.75,32
0.0,1130.0,0.0,30
282.5,1412.5,0.0,30
0.0,1412.5,282.5,30
282.5,1130.0,282.5,30
141.25,1271.25,141.25,32
423.75,1553.75,141.25,32
141.25,1553.75,423.75,32
423.75,1271.25,423.75,32
0.0,1130.0,565.0,30
282.5,1412.5,565.0,30
0.0,1412.5,847.5,30
282.5,1130.0,847.5,30
141.25,1271.25,706.25,32
423.75,1553.75,706.25,32
141.25,1553.75,988.75,32
423.75,1271.25,988.75,32
0.0,1130.0,1130.0,30
282.5,1412.5,1130.0,30
0.0,1412.5,1412.5,30
282.5,1130.0,1412.5,30
141.25,1271.25,1271.25,32
423.75,1553.75,1271.25,32
141.25,1553.75,1553.75,32
423.75,1271.25,1553.75,32
0.0,1130.0,1695.0,30
282.5,1412.5,1695.0,30
